,Episode End Value,action,Nepse Data,Stock price
822,22648.0,2,1129.81,627.0
823,22180.0,2,1125.15,629.0
824,22576.0,2,1135.57,616.0
825,22936.0,2,1145.69,627.0
826,22936.0,2,1140.71,637.0
827,22900.0,2,1149.4,637.0
828,22648.0,2,1149.01,636.0
829,22828.0,2,1136.96,629.0
830,22432.0,2,1142.05,634.0
831,22324.0,2,1137.04,623.0
832,22324.0,2,1137.75,620.0
833,22180.0,0,1132.4,620.0
834,22180.0,2,1134.8,616.0
835,22600.0,2,1142.6,620.0
836,22810.0,2,1149.34,632.0
837,22635.0,2,1146.17,638.0
838,22425.0,2,1139.29,633.0
839,22320.0,2,1140.26,627.0
840,22075.0,2,1139.46,624.0
841,22005.0,2,1138.02,617.0
842,22285.0,2,1131.97,615.0
843,22110.0,2,1131.8,623.0
844,22180.0,2,1145.57,618.0
845,22250.0,2,1139.96,620.0
846,22180.0,2,1135.16,622.0
847,22320.0,2,1135.95,620.0
848,22320.0,2,1131.36,624.0
849,22390.0,2,1131.13,624.0
850,22285.0,2,1129.99,626.0
851,22320.0,2,1128.34,623.0
852,22215.0,2,1120.6,624.0
853,22460.0,2,1110.08,621.0
854,22250.0,2,1110.08,628.0
855,22670.0,2,1109.17,622.0
856,22635.0,2,1117.46,634.0
857,22845.0,2,1112.79,633.0
858,22775.0,2,1112.86,639.0
859,22530.0,2,1111.99,637.0
860,22775.0,2,1115.75,630.0
861,22950.0,2,1124.47,637.0
862,23930.0,2,1131.92,642.0
863,23755.0,2,1135.38,670.0
864,23265.0,1,1148.89,665.0
865,23440.0,0,1151.37,651.0
866,23440.0,0,1161.48,656.0
867,23440.0,0,1172.65,651.0
868,23440.0,0,1167.87,659.0
869,23440.0,1,1154.12,640.0
870,23440.0,0,1155.38,642.0
871,23440.0,0,1152.07,643.0
872,23440.0,0,1149.65,636.0
873,23440.0,0,1150.82,641.0
874,23440.0,0,1168.58,659.0
875,23440.0,0,1166.22,653.0
876,23440.0,0,1168.04,657.0
877,23440.0,0,1167.42,657.0
878,23440.0,1,1162.43,659.0
879,23440.0,0,1167.96,662.0
880,23440.0,0,1166.04,623.0
881,23440.0,0,1169.5,619.0
882,23440.0,0,1166.22,613.0
883,23440.0,0,1182.31,615.0
884,23440.0,0,1200.7,618.0
885,23440.0,0,1216.93,621.0
886,23440.0,0,1209.6,623.0
887,23440.0,0,1213.12,620.0
888,23440.0,0,1255.72,636.0
889,23440.0,1,1270.87,645.0
890,23440.0,0,1263.38,645.0
891,23440.0,0,1284.23,644.0
892,23440.0,0,1310.23,639.0
893,23440.0,0,1343.66,650.0
894,23440.0,1,1317.12,637.0
895,23440.0,1,1320.47,627.0
896,23440.0,1,1313.42,621.0
897,23440.0,1,1297.48,627.0
898,23440.0,1,1276.68,621.0
899,23440.0,1,1300.63,627.0
900,23440.0,1,1306.15,620.0
901,23440.0,1,1305.88,620.0
902,23440.0,1,1325.39,620.0
903,23440.0,1,1346.65,622.0
904,23440.0,1,1349.14,622.0
905,23440.0,1,1337.05,624.0
906,23440.0,1,1342.36,626.0
907,23440.0,1,1333.69,624.0
908,23440.0,1,1319.99,620.0
909,23440.0,1,1324.27,620.0
910,23440.0,1,1341.38,620.0
911,23440.0,1,1345.98,619.0
912,23440.0,1,1344.59,617.0
913,23440.0,1,1363.98,619.0
914,23440.0,1,1398.24,623.0
915,23440.0,1,1400.01,624.0
916,23440.0,1,1405.26,624.0
917,23440.0,1,1434.58,629.0
918,23440.0,1,1504.14,649.0
919,23440.0,1,1502.18,666.0
920,23440.0,1,1545.2,722.0
921,23440.0,1,1596.13,738.0
922,23440.0,1,1632.18,719.0
923,23440.0,1,1591.36,706.0
924,23440.0,1,1495.3,681.0
925,23440.0,1,1509.68,678.0
926,23440.0,1,1441.2,653.0
927,23440.0,1,1435.7,658.0
928,23440.0,1,1349.32,635.0
929,23440.0,1,1423.09,639.0
930,23440.0,1,1377.18,633.0
931,23440.0,1,1313.04,617.0
932,23440.0,1,1316.4,620.0
933,23440.0,1,1272.07,609.0
934,23440.0,2,1255.8,605.0
935,23934.0,1,1269.31,610.0
936,23250.0,1,1251.46,623.0
937,22566.0,1,1226.16,605.0
938,22946.0,1,1201.58,587.0
939,24542.0,1,1196.35,597.0
940,23972.0,1,1260.76,639.0
941,22718.0,1,1336.53,624.0
942,23060.0,1,1256.11,591.0
943,23820.0,1,1265.46,600.0
944,24276.0,1,1298.73,620.0
945,23896.0,1,1336.67,632.0
946,24580.0,1,1326.54,622.0
947,24428.0,1,1340.29,640.0
948,24580.0,1,1342.41,636.0
