Date,AI Bot,action,Nepse Data,Stock price,Normal Investor
2018-09-09,27921,2,1218.98,751,21154.9295774648
2018-09-10,28106,2,1210.88,748,21070.4225352113
2018-09-11,28365,2,1217.65,753,21211.2676056338
2018-09-12,29438,0,1230.71,760,21408.4507042254
2018-09-13,29438,2,1244.84,789,22225.3521126761
2018-09-16,29475,0,1256.53,786,22140.8450704225
2018-09-17,29475,0,1256.4,787,22169.014084507
2018-09-18,29475,0,1258.81,789,22225.3521126761
2018-09-20,29475,0,1255.07,794,22366.1971830986
2018-09-23,29475,0,1257.68,783,22056.338028169
2018-09-25,29475,0,1280.05,782,22028.1690140845
2018-09-26,29475,0,1277.74,780,21971.8309859155
2018-09-27,29475,0,1267.18,775,21830.985915493
2018-09-30,29475,0,1256.71,771,21718.3098591549
2018-10-01,29475,0,1238.67,764,21521.1267605634
2018-10-02,29475,0,1241.36,775,21830.985915493
2018-10-03,29475,0,1230.6,763,21492.9577464789
2018-10-04,29475,0,1227.37,762,21464.7887323944
2018-10-07,29475,0,1214.36,767,21605.6338028169
2018-10-08,29475,0,1220.52,760,21408.4507042254
2018-10-09,29475,0,1217.93,777,21887.323943662
2018-10-10,29475,0,1218.33,775,21830.985915493
2018-10-11,29475,0,1228.28,783,22056.338028169
2018-10-14,29475,0,1242.43,787,22169.014084507
2018-10-15,29475,0,1241.63,780,21971.8309859155
2018-10-21,29475,0,1246.52,786,22140.8450704225
2018-10-22,29475,0,1244.54,785,22112.676056338
2018-10-23,29475,0,1241.84,781,22000
2018-10-24,29475,0,1249.93,790,22253.5211267606
2018-10-25,29475,2,1241.11,780,21971.8309859155
2018-10-28,29179,0,1227.49,778,21915.4929577465
2018-10-29,29179,0,1216.93,770,21690.1408450704
2018-10-30,29179,0,1224.36,773,21774.6478873239
2018-10-31,29179,0,1221.46,780,21971.8309859155
2018-11-01,29179,0,1220.98,775,21830.985915493
2018-11-04,29179,2,1207.28,783,22056.338028169
2018-11-05,29068,0,1219.2,785,22112.676056338
2018-11-06,29068,0,1222.53,782,22028.1690140845
2018-11-11,29068,0,1205.79,785,22112.676056338
2018-11-13,29068,2,1207.57,785,22112.676056338
2018-11-14,29031,0,1208.89,783,22056.338028169
2018-11-15,29031,0,1205.02,782,22028.1690140845
2018-11-18,29031,0,1195.45,775,21830.985915493
2018-11-19,29031,0,1190.2,781,22000
2018-11-20,29031,0,1181.75,771,21718.3098591549
2018-11-21,29031,0,1182.74,777,21887.323943662
2018-11-22,29031,0,1181.24,782.85,22052.1126760563
2018-11-25,29031,0,1166.63,775,21830.985915493
2018-11-26,29031,0,1159.82,771.67,21737.1830985915
2018-11-27,29031,0,1161.49,774,21802.8169014085
2018-11-28,29031,0,1159.08,778,21915.4929577465
2018-11-29,29031,2,1148.36,777,21887.323943662
2018-12-02,29142,0,1130.89,770,21690.1408450704
2018-12-03,29142,2,1131.73,773,21774.6478873239
2018-12-04,28026,0,1131.73,800,22535.2112676056
2018-12-06,28026,2,1120.84,769,21661.9718309859
2018-12-09,28026,2,1131.7,774,21802.8169014085
2018-12-10,27990,2,1144.19,774,21802.8169014085
2018-12-11,28062,2,1141.1,773,21774.6478873239
2018-12-12,27990,2,1141.18,775,21830.985915493
2018-12-13,28098,2,1148.78,773,21774.6478873239
2018-12-16,28098,2,1167.67,776,21859.1549295775
2018-12-17,28386,2,1182.78,776,21859.1549295775
2018-12-18,28422,2,1168.17,784,22084.5070422535
2018-12-19,28386,2,1162.7,785,22112.676056338
2018-12-20,28782,2,1165.97,784,22084.5070422535
2018-12-23,28602,0,1198.18,795,22394.3661971831
2018-12-24,28602,2,1191.74,790,22253.5211267606
2018-12-25,28854,2,1186.03,785,22112.676056338
2018-12-26,29034,2,1216.27,792,22309.8591549296
2018-12-27,27090,2,1215.16,797,22450.7042253521
2018-12-30,26766,2,1204.54,743,20929.5774647887
2018-12-31,26766,2,1187.28,734,20676.0563380282
2019-01-01,26622,2,1185.91,734,20676.0563380282
2019-01-02,26658,2,1180.43,730,20563.3802816901
2019-01-03,26766,2,1178.87,731,20591.5492957746
2019-01-06,26658,2,1170.79,734,20676.0563380282
2019-01-07,26730,1,1177.46,731,20591.5492957746
2019-01-08,26622,2,1177.07,733,20647.8873239437
2019-01-09,26694,2,1179.36,730,20563.3802816901
2019-01-10,26622,2,1180.84,732,20619.7183098592
2019-01-13,26982,2,1175.05,730,20563.3802816901
2019-01-14,26838,2,1178.03,740,20845.0704225352
2019-01-15,26406,2,1195.54,736,20732.3943661972
2019-01-16,26730,2,1187.97,724,20394.3661971831
2019-01-17,26802,2,1187.77,733,20647.8873239437
2019-01-20,26478,2,1179.17,735,20704.2253521127
2019-01-21,26586,2,1168.06,726,20450.7042253521
2019-01-22,26622,0,1168.83,729,20535.2112676056
2019-01-23,26622,2,1172.98,730,20563.3802816901
2019-01-24,26586,2,1172.78,730,20563.3802816901
2019-01-27,26550,2,1162.09,729,20535.2112676056
2019-01-28,26622,2,1164.89,728,20507.0422535211
2019-01-29,26622,2,1160.99,730,20563.3802816901
2019-01-30,26586,2,1160.59,730,20563.3802816901
2019-01-31,26046,2,1161.63,729,20535.2112676056
2019-02-03,25830,1,1153.06,714,20112.676056338
2019-02-04,25974,1,1144.27,708,19943.661971831
2019-02-05,25902,0,1147.1,712,20056.338028169
2019-02-06,25902,1,1139.72,710,20000
2019-02-07,25902,1,1139.57,707,19915.4929577465
2019-02-10,25902,1,1127.53,703,19802.8169014085
2019-02-11,25902,1,1128.86,705,19859.1549295775
2019-02-12,25902,1,1128.19,700,19718.3098591549
2019-02-13,25902,1,1121.08,698,19661.9718309859
2019-02-14,25902,1,1112.87,695,19577.4647887324
2019-02-17,25902,1,1109.72,687,19352.1126760563
2019-02-18,25902,1,1102.51,676,19042.2535211268
2019-02-19,25902,1,1124.96,688,19380.2816901408
2019-02-20,25902,1,1112.23,688,19380.2816901408
2019-02-21,25902,1,1113.07,689,19408.4507042254
2019-02-24,25902,1,1102.32,678,19098.5915492958
2019-02-25,25902,1,1109.73,690,19436.6197183099
2019-02-26,25902,1,1102.56,681,19183.0985915493
2019-02-27,25902,1,1105.53,684,19267.6056338028
2019-03-03,25902,1,1100.58,685,19295.7746478873
2019-03-05,25902,1,1102.64,680,19154.9295774648
2019-03-06,25902,1,1111.76,680,19154.9295774648
2019-03-07,25902,1,1127.77,684,19267.6056338028
2019-03-10,25902,1,1128.65,682,19211.2676056338
2019-03-11,25902,2,1142.93,678,19098.5915492958
2019-03-12,25791,2,1163.26,683,19239.4366197183
2019-03-13,25976,2,1150.1,680,19154.9295774648
2019-03-14,25902,2,1155.46,685,19295.7746478873
2019-03-17,25902,2,1161.45,683,19239.4366197183
2019-03-18,25532,2,1153.98,683,19239.4366197183
2019-03-19,25680,2,1147.15,673,18957.7464788732
2019-03-21,25717,2,1140.6,677,19070.4225352113
2019-03-24,25569,2,1134.8,678,19098.5915492958
2019-03-25,25791,2,1138.67,674,18985.9154929577
2019-03-26,25791,2,1140.72,680,19154.9295774648
2019-03-27,25976,2,1142.61,680,19154.9295774648
2019-03-28,26050,0,1144.53,685,19295.7746478873
2019-03-31,26050,1,1143.59,687,19352.1126760563
2019-04-01,26050,1,1149.99,679,19126.7605633803
2019-04-02,26050,1,1163.82,686,19323.9436619718
2019-04-03,26050,1,1165.84,684,19267.6056338028
2019-04-04,26050,1,1165.2,685,19295.7746478873
2019-04-07,26050,1,1182.36,685,19295.7746478873
2019-04-08,26050,1,1191.68,680,19154.9295774648
2019-04-09,26050,1,1181.1,678,19098.5915492958
2019-04-10,26050,1,1184.61,685,19295.7746478873
2019-04-11,26050,2,1184.02,682,19211.2676056338
2019-04-15,26164,2,1188.71,677,19070.4225352113
2019-04-16,26164,2,1212.05,680,19154.9295774648
2019-04-17,26240,2,1217.04,680,19154.9295774648
2019-04-18,26734,2,1232.26,682,19211.2676056338
2019-04-21,26544,2,1264.2,695,19577.4647887324
2019-04-22,26544,2,1256.94,690,19436.6197183099
2019-04-23,26734,2,1260.68,690,19436.6197183099
2019-04-24,27076,2,1279.29,695,19577.4647887324
2019-04-25,26924,2,1292.12,704,19830.985915493
2019-04-28,27190,2,1314.51,700,19718.3098591549
2019-04-29,26924,2,1310.31,707,19915.4929577465
2019-04-30,26848,2,1298.6,700,19718.3098591549
2019-05-02,27038,1,1294.39,698,19661.9718309859
2019-05-05,26924,1,1277.68,703,19802.8169014085
2019-05-06,27076,1,1299.41,700,19718.3098591549
2019-05-07,27076,1,1301.28,704,19830.985915493
2019-05-08,27076,1,1297.6,704,19830.985915493
2019-05-09,26962,1,1291.96,704,19830.985915493
2019-05-12,27418,1,1295.03,701,19746.4788732394
2019-05-13,27570,1,1301.34,713,20084.5070422535
2019-05-14,27722,1,1315.45,717,20197.1830985915
2019-05-15,27798,1,1321,721,20309.8591549296
2019-05-16,28026,1,1318.71,723,20366.1971830986
2019-05-19,28254,0,1316.84,729,20535.2112676056
2019-05-20,28254,0,1307.71,735,20704.2253521127
2019-05-21,28254,0,1312.14,729,20535.2112676056
2019-05-22,28254,0,1319.63,730,20563.3802816901
2019-05-23,28254,0,1314.55,740,20845.0704225352
2019-05-26,28254,1,1302.61,726,20450.7042253521
2019-05-27,28254,0,1302.96,728,20507.0422535211
2019-05-28,28254,0,1305.49,729,20535.2112676056
2019-05-29,28254,0,1313.88,728,20507.0422535211
2019-05-30,28254,2,1319.47,731,20591.5492957746
2019-06-02,28176,2,1305.68,717,20197.1830985915
2019-06-03,27981,2,1292.84,715,20140.8450704225
2019-06-04,28098,2,1289.28,710,20000
2019-06-06,27786,2,1284.59,713,20084.5070422535
2019-06-10,27591,2,1275.81,705,19859.1549295775
2019-06-11,27708,2,1275.98,700,19718.3098591549
2019-06-12,27591,2,1272.49,703,19802.8169014085
2019-06-13,27357,2,1269.56,700,19718.3098591549
2019-06-16,27396,2,1258.27,694,19549.2957746479
2019-06-17,27201,2,1260.9,695,19577.4647887324
2019-06-18,27357,2,1258.67,690,19436.6197183099
2019-06-19,27552,2,1258.47,694,19549.2957746479
2019-06-25,27591,2,1261.07,699,19690.1408450704
2019-06-26,27708,2,1258.29,700,19718.3098591549
2019-06-27,27669,2,1257.16,703,19802.8169014085
2019-06-30,27513,1,1244.89,702,19774.6478873239
2019-07-01,27357,2,1242.04,698,19661.9718309859
2019-07-02,27591,2,1253.06,694,19549.2957746479
2019-07-03,27513,2,1268.68,700,19718.3098591549
2019-07-04,27474,2,1260.47,698,19661.9718309859
2019-07-07,27318,2,1256.05,697,19633.8028169014
2019-07-08,27357,2,1247.35,693,19521.1267605634
2019-07-09,27045,2,1250.27,694,19549.2957746479
2019-07-10,26928,2,1249.15,686,19323.9436619718
2019-07-11,27006,2,1248.53,683,19239.4366197183
2019-07-14,27201,2,1249.49,685,19295.7746478873
2019-07-15,27318,2,1254.57,690,19436.6197183099
2019-07-16,27435,2,1259.02,693,19521.1267605634
2019-07-17,27318,2,1274.86,696,19605.6338028169
2019-07-18,27513,2,1272.5,693,19521.1267605634
2019-07-21,27552,2,1268.75,698,19661.9718309859
2019-07-22,27474,2,1271.23,699,19690.1408450704
2019-07-23,27552,2,1277.17,697,19633.8028169014
2019-07-24,27396,2,1284.07,699,19690.1408450704
2019-07-25,27240,2,1269.92,695,19577.4647887324
2019-07-28,27318,2,1252.81,691,19464.7887323944
2019-07-29,27396,1,1255.99,693,19521.1267605634
2019-07-30,27513,1,1259.38,695,19577.4647887324
2019-07-31,27357,1,1265.58,698,19661.9718309859
2019-08-01,27396,1,1263.84,694,19549.2957746479
2019-08-04,27240,1,1259.64,695,19577.4647887324
2019-08-05,27240,1,1255.1,691,19464.7887323944
2019-08-06,27279,1,1245.73,691,19464.7887323944
2019-08-07,27084,1,1248.49,692,19492.9577464789
2019-08-08,27162,1,1238.56,687,19352.1126760563
2019-08-11,27162,1,1233.72,689,19408.4507042254
2019-08-12,27006,2,1233.85,689,19408.4507042254
2019-08-13,27045,2,1231.07,685,19295.7746478873
2019-08-14,26772,2,1225.9,686,19323.9436619718
2019-08-15,26265,2,1224.04,679,19126.7605633803
2019-08-18,26421,2,1214.84,666,18760.5633802817
2019-08-19,26226,2,1222.07,670,18873.2394366197
2019-08-20,26382,2,1213.64,665,18732.3943661972
2019-08-21,26577,2,1214.06,669,18845.0704225352
2019-08-22,26616,2,1213.07,674,18985.9154929577
2019-08-25,26421,2,1209.62,675,19014.0845070423
2019-08-26,26421,2,1203.13,670,18873.2394366197
2019-08-27,26226,2,1208.01,670,18873.2394366197
2019-08-28,26304,0,1197.75,665,18732.3943661972
2019-08-29,26304,2,1196.42,667,18788.7323943662
2019-09-01,26109,1,1184.79,663,18676.0563380282
2019-09-02,25992,1,1170.34,658,18535.2112676056
2019-09-03,25914,2,1190.91,655,18450.7042253521
2019-09-04,25836,2,1194.77,653,18394.3661971831
2019-09-05,25368,2,1191.07,651,18338.0281690141
2019-09-08,25095,2,1178.46,639,18000
2019-09-09,25017,2,1168.92,632,17802.8169014085
2019-09-10,24978,2,1166.67,630,17746.4788732394
2019-09-11,24861,2,1163.21,629,17718.3098591549
2019-09-12,24783,2,1157.89,626,17633.8028169014
2019-09-15,24081,1,1140.02,624,17577.4647887324
2019-09-16,24900,0,1123.84,606,17070.4225352113
2019-09-17,24900,1,1150.74,627,17661.9718309859
2019-09-18,24900,1,1173.43,633,17830.985915493
2019-09-19,24900,0,1155.3,617,17380.2816901408
2019-09-22,24900,1,1139.26,625,17605.6338028169
2019-09-23,24900,0,1140.99,628,17690.1408450704
2019-09-24,24900,1,1134.57,622,17521.1267605634
2019-09-25,24900,1,1131.53,627,17661.9718309859
2019-09-26,24900,1,1129.81,627,17661.9718309859
2019-09-29,24900,1,1125.15,629,17718.3098591549
2019-09-30,24900,1,1135.57,616,17352.1126760563
2019-10-01,24900,1,1145.69,627,17661.9718309859
2019-10-02,24900,1,1140.71,637,17943.661971831
2019-10-03,24900,1,1149.4,637,17943.661971831
2019-10-10,24900,1,1149.01,636,17915.4929577465
2019-10-14,24900,1,1136.96,629,17718.3098591549
2019-10-15,24900,1,1142.05,634,17859.1549295775
2019-10-16,24900,1,1137.04,623,17549.2957746479
2019-10-17,24900,0,1137.75,620,17464.7887323944
2019-10-21,24900,0,1132.4,620,17464.7887323944
2019-10-22,24900,2,1134.8,616,17352.1126760563
2019-10-23,25380,2,1142.6,620,17464.7887323944
2019-10-24,25620,2,1149.34,632,17802.8169014085
2019-10-31,25420,2,1146.17,638,17971.8309859155
2019-11-03,25180,2,1139.29,633,17830.985915493
2019-11-04,25060,2,1140.26,627,17661.9718309859
2019-11-05,24780,2,1139.46,624,17577.4647887324
2019-11-06,24700,2,1138.02,617,17380.2816901408
2019-11-07,25020,2,1131.97,615,17323.9436619718
2019-11-10,24820,1,1131.8,623,17549.2957746479
2019-11-11,24900,1,1145.57,618,17408.4507042254
2019-11-12,24980,1,1139.96,620,17464.7887323944
2019-11-13,24900,1,1135.16,622,17521.1267605634
2019-11-14,25060,1,1135.95,620,17464.7887323944
2019-11-17,25060,1,1131.36,624,17577.4647887324
2019-11-18,25140,1,1131.13,624,17577.4647887324
2019-11-19,25020,1,1129.99,626,17633.8028169014
2019-11-20,25060,1,1128.34,623,17549.2957746479
2019-11-21,24940,1,1120.6,624,17577.4647887324
2019-11-24,25220,1,1110.08,621,17492.9577464789
2019-11-25,24980,1,1110.08,628,17690.1408450704
2019-11-26,25460,1,1109.17,622,17521.1267605634
2019-11-27,25420,1,1117.46,634,17859.1549295775
2019-11-28,25660,1,1112.79,633,17830.985915493
2019-12-01,25580,1,1112.86,639,18000
2019-12-02,25300,2,1111.99,637,17943.661971831
2019-12-03,25580,2,1115.75,630,17746.4788732394
2019-12-04,25780,2,1124.47,637,17943.661971831
2019-12-05,26900,2,1131.92,642,18084.5070422535
2019-12-08,26700,2,1135.38,670,18873.2394366197
2019-12-09,26140,2,1148.89,665,18732.3943661972
2019-12-10,26340,2,1151.37,651,18338.0281690141
2019-12-11,26140,2,1161.48,656,18478.8732394366
2019-12-12,26460,2,1172.65,651,18338.0281690141
2019-12-15,25700,2,1167.87,659,18563.3802816901
2019-12-16,25780,2,1154.12,640,18028.1690140845
2019-12-17,25820,1,1155.38,642,18084.5070422535
2019-12-18,25540,2,1152.07,643,18112.676056338
2019-12-19,25740,2,1149.65,636,17915.4929577465
2019-12-22,26460,2,1150.82,641,18056.338028169
2019-12-23,26220,2,1168.58,659,18563.3802816901
2019-12-24,26380,2,1166.22,653,18394.3661971831
2019-12-25,26380,2,1168.04,657,18507.0422535211
2019-12-26,26460,2,1167.42,657,18507.0422535211
2019-12-29,26580,2,1162.43,659,18563.3802816901
2019-12-30,25020,2,1167.96,662,18647.8873239437
2019-12-31,24860,2,1166.04,623,17549.2957746479
2020-01-01,24620,2,1169.5,619,17436.6197183099
2020-01-02,24700,2,1166.22,613,17267.6056338028
2020-01-05,24820,2,1182.31,615,17323.9436619718
2020-01-06,24940,2,1200.7,618,17408.4507042254
2020-01-07,25020,2,1216.93,621,17492.9577464789
2020-01-08,24900,2,1209.6,623,17549.2957746479
2020-01-09,25540,2,1213.12,620,17464.7887323944
2020-01-12,25900,2,1255.72,636,17915.4929577465
2020-01-13,25900,2,1270.87,645,18169.014084507
2020-01-14,25860,2,1263.38,645,18169.014084507
2020-01-15,25660,2,1284.23,644,18140.8450704225
2020-01-16,26100,1,1310.23,639,18000
2020-01-19,25580,1,1343.66,650,18309.8591549296
2020-01-20,25180,1,1317.12,637,17943.661971831
2020-01-21,24940,1,1320.47,627,17661.9718309859
2020-01-22,25180,1,1313.42,621,17492.9577464789
2020-01-23,24940,1,1297.48,627,17661.9718309859
2020-01-26,25180,1,1276.68,621,17492.9577464789
2020-01-27,24900,1,1300.63,627,17661.9718309859
2020-01-28,24900,1,1306.15,620,17464.7887323944
2020-01-29,24900,1,1305.88,620,17464.7887323944
2020-01-30,24980,1,1325.39,620,17464.7887323944
2020-02-02,24980,1,1346.65,622,17521.1267605634
2020-02-03,25060,1,1349.14,622,17521.1267605634
2020-02-04,25140,1,1337.05,624,17577.4647887324
2020-02-05,25060,1,1342.36,626,17633.8028169014
2020-02-06,24900,1,1333.69,624,17577.4647887324
2020-02-09,24900,1,1319.99,620,17464.7887323944
2020-02-10,24900,1,1324.27,620,17464.7887323944
2020-02-11,24860,1,1341.38,620,17464.7887323944
2020-02-12,24780,1,1345.98,619,17436.6197183099
2020-02-13,24860,1,1344.59,617,17380.2816901408
2020-02-16,25020,1,1363.98,619,17436.6197183099
2020-02-17,25060,1,1398.24,623,17549.2957746479
2020-02-18,25060,1,1400.01,624,17577.4647887324
2020-02-19,25260,1,1405.26,624,17577.4647887324
2020-02-20,26060,1,1434.58,629,17718.3098591549
2020-02-23,26740,1,1504.14,649,18281.6901408451
2020-02-24,28980,1,1502.18,666,18760.5633802817
2020-02-25,29620,0,1545.2,722,20338.0281690141
2020-02-26,29620,0,1596.13,738,20788.7323943662
2020-02-27,29620,0,1632.18,719,20253.5211267606
2020-03-01,29620,0,1591.36,706,19887.323943662
2020-03-02,29620,2,1495.3,681,19183.0985915493
2020-03-03,28545,1,1509.68,678,19098.5915492958
2020-03-04,28760,1,1441.2,653,18394.3661971831
2020-03-05,27771,1,1435.7,658,18535.2112676056
2020-03-10,27943,1,1349.32,635,17887.323943662
2020-03-11,27685,1,1423.09,639,18000
2020-03-12,26997,0,1377.18,633,17830.985915493
2020-03-15,26997,1,1313.04,617,17380.2816901408
2020-03-16,26997,1,1316.4,620,17464.7887323944
2020-03-17,26997,2,1272.07,609,17154.9295774648
2020-03-18,27217,2,1255.8,605,17042.2535211268
2020-03-19,27789,2,1269.31,610,17183.0985915493
2020-03-22,26997,2,1251.46,623,17549.2957746479
2020-05-12,26205,2,1226.16,605,17042.2535211268
2020-05-13,26645,2,1201.58,587,16535.2112676056
2020-06-29,28493,2,1196.35,597,16816.9014084507
2020-06-30,27833,2,1260.76,639,18000
2020-07-01,26381,2,1336.53,624,17577.4647887324
2020-07-02,26777,1,1256.11,591,16647.8873239437
2020-07-05,27657,2,1265.46,600,16901.4084507042
2020-07-06,28185,2,1298.73,620,17464.7887323944
2020-07-07,27745,2,1336.67,632,17802.8169014085
2020-07-08,28537,2,1326.54,622,17521.1267605634
2020-07-12,28361,2,1340.29,640,18028.1690140845
2020-07-13,28537,2,1342.41,636,17915.4929577465
2020-07-14,29109,2,1347.45,640,18028.1690140845
2020-07-16,30253,2,1394.77,653,18394.3661971831
2020-07-19,29153,2,1479.03,679,19126.7605633803
2020-07-20,29373,2,1464.94,654,18422.5352112676
2020-07-21,29109,2,1449.95,659,18563.3802816901
2020-07-22,29197,2,1432.45,653,18394.3661971831
2020-07-23,29857,2,1442.62,655,18450.7042253521
2020-07-26,29857,2,1465.11,670,18873.2394366197
2020-07-27,29769,2,1462.48,670,18873.2394366197
2020-07-28,29285,2,1454.89,668,18816.9014084507
2020-07-29,29153,2,1431.53,657,18507.0422535211
2020-07-30,28977,2,1439.06,654,18422.5352112676
2020-08-02,29065,2,1396.28,650,18309.8591549296
2020-08-03,29021,2,1403.87,652,18366.1971830986
2020-08-06,29417,2,1381.38,651,18338.0281690141
2020-08-09,29637,2,1392.68,660,18591.5492957746
2020-08-10,29681,2,1430.42,665,18732.3943661972
2020-08-11,29637,2,1423.81,666,18760.5633802817
2020-08-12,29549,2,1425.32,665,18732.3943661972
2020-08-13,29637,2,1408.79,663,18676.0563380282
2020-08-16,29637,1,1391.46,665,18732.3943661972
2020-08-17,29417,2,1402.22,665,18732.3943661972
2020-08-18,29593,2,1407.9,660,18591.5492957746
2020-08-19,29505,2,1391.3,664,18704.2253521127
2020-08-20,29549,2,1397.57,662,18647.8873239437
2020-08-23,29549,2,1410.34,663,18676.0563380282
2020-08-24,29637,2,1431.61,663,18676.0563380282
2020-08-25,29725,2,1440.94,665,18732.3943661972
2020-08-26,29593,2,1462.04,667,18788.7323943662
2020-08-27,29857,2,1458.04,664,18704.2253521127
2020-08-31,30693,2,1484.99,670,18873.2394366197
2020-09-02,32145,2,1510.57,689,19408.4507042254
2020-09-03,31397,1,1510.42,722,20338.0281690141
2020-09-06,31177,2,1499.98,705,19859.1549295775
2020-09-07,31133,2,1487.81,700,19718.3098591549
2020-09-08,31001,2,1495.16,699,19690.1408450704
2020-09-09,31309,1,1508.21,696,19605.6338028169
2020-09-10,31705,2,1520.69,703,19802.8169014085
2020-09-13,31837,2,1537.25,712,20056.338028169
2020-09-14,31485,2,1540.51,715,20140.8450704225
2020-09-15,31441,2,1536.04,707,19915.4929577465
2020-09-16,31705,2,1541.4,706,19887.323943662
2020-09-17,31749,2,1572.19,712,20056.338028169
2020-09-20,31661,2,1575.18,713,20084.5070422535
2020-09-21,31265,2,1569.06,711,20028.1690140845
2020-09-22,31397,2,1546.16,702,19774.6478873239
2020-09-23,31485,2,1555.53,705,19859.1549295775
2020-09-24,31309,2,1561.27,707,19915.4929577465
2020-09-27,31573,2,1565.56,703,19802.8169014085
2020-09-28,31309,1,1560.83,709,19971.8309859155
2020-09-29,31265,1,1553.62,703,19802.8169014085
2020-09-30,31221,1,1550.43,702,19774.6478873239
2020-10-01,31221,1,1571.04,701,19746.4788732394
2020-10-04,31309,0,1585.76,701,19746.4788732394
2020-10-05,31309,0,1582.13,703,19802.8169014085
2020-10-06,31309,0,1586.29,707,19915.4929577465
2020-10-07,31309,0,1600.98,705,19859.1549295775
2020-10-08,31309,0,1589.64,705,19859.1549295775
2020-10-11,31309,0,1576.27,700,19718.3098591549
2020-10-12,31309,0,1578.01,699,19690.1408450704
2020-10-13,31309,0,1568.59,700,19718.3098591549
2020-10-14,31309,0,1561.17,698,19661.9718309859
2020-10-15,31309,0,1562.46,707,19915.4929577465
2020-10-18,31309,0,1556.8,700,19718.3098591549
2020-10-19,31309,0,1570.38,700,19718.3098591549
2020-10-20,31309,0,1583.61,707,19915.4929577465
2020-10-21,31309,0,1597.72,709,19971.8309859155
2020-10-22,31309,0,1606.26,717,20197.1830985915
2020-10-28,31309,0,1647.46,727,20478.8732394366
2020-10-29,31309,0,1645.68,737,20760.5633802817
2020-11-01,31309,2,1640.96,735,20704.2253521127
2020-11-02,32341,1,1637.63,727,20478.8732394366
2020-11-03,32513,1,1643.04,751,21154.9295774648
2020-11-04,32513,1,1640.64,755,21267.6056338028
2020-11-05,32943,1,1636.17,755,21267.6056338028
2020-11-08,34018,1,1648.58,765,21549.2957746479
2020-11-09,37243,1,1652.81,790,22253.5211267606
2020-11-10,39049,1,1678.79,865,24366.1971830986
2020-11-11,41070,2,1707.68,907,25549.2957746479
2020-11-12,40468,1,1718.5,954,26873.2394366197
2020-11-18,41543,1,1741.81,940,26478.8732394366
2020-11-19,41414,1,1778.13,965,27183.0985915493
2020-11-22,40253,2,1782.81,962,27098.5915492958
2020-11-23,42790,1,1780.43,935,26338.0281690141
2020-11-24,47004,1,1810.11,994,28000
2020-11-25,46875,1,1874.82,1092,30760.5633802817
2020-11-26,46574,1,1893.25,1089,30676.0563380282
2020-11-29,46101,1,1968.27,1082,30478.8732394366
2020-11-30,50573,1,1997.06,1071,30169.014084507
2020-12-01,55604,1,2000.4,1175,33098.5915492958
2020-12-02,55303,1,2071.03,1292,36394.3661971831
2020-12-03,49799,1,2055.46,1285,36197.1830985915
2020-12-06,52465,1,1932.11,1157,32591.5492957746
2020-12-07,51906,1,2004.39,1219,34338.0281690141
2020-12-08,50358,1,1995.35,1206,33971.8309859155
2020-12-09,50788,1,1955.75,1170,32957.7464788732
2020-12-10,51175,1,1964.02,1180,33239.4366197183
2020-12-13,52035,1,2010.45,1189,33492.9577464789
2020-12-14,50788,1,2067.17,1209,34056.338028169
2020-12-15,50401,1,2061.42,1180,33239.4366197183
2020-12-16,49498,1,2055.22,1171,32985.9154929577
2020-12-17,45198,1,2032.52,1150,32394.3661971831
2020-12-20,46789,1,1935.64,1050,29577.4647887324
2020-12-21,50315,1,1965.96,1087,30619.7183098592
2020-12-22,49498,1,2061.42,1169,32929.5774647887
2020-12-23,47821,1,2068.46,1150,32394.3661971831
2020-12-24,46617,1,2038.63,1111,31295.7746478873
2020-12-27,46617,1,1998.65,1083,30507.0422535211
2020-12-28,47778,1,2007.3,1083,30507.0422535211
2020-12-29,50874,1,2012.89,1110,31267.6056338028
2020-12-30,51992,1,2062.06,1182,33295.7746478873
2020-12-31,56034,1,2087.28,1208,34028.1690140845
2021-01-03,55561,1,2175.4,1302,36676.0563380282
2021-01-04,54873,1,2169.04,1291,36366.1971830986
2021-01-05,55432,1,2165.5,1275,35915.4929577465
2021-01-06,54572,1,2178.57,1288,36281.6901408451
2021-01-07,54013,1,2194.49,1268,35718.3098591549
2021-01-10,53282,1,2235.73,1255,35352.1126760563
2021-01-11,53927,1,2239.43,1238,34873.2394366197
2021-01-12,54357,1,2267.74,1253,35295.7746478873
2021-01-13,58485,1,2286.55,1263,35577.4647887324
2021-01-17,58270,1,2315.01,1359,38281.6901408451
2021-01-18,57668,1,2332.32,1354,38140.8450704225
2021-01-19,57324,1,2326.9,1340,37746.4788732394
2021-01-20,57668,1,2342.77,1332,37521.1267605634
2021-01-21,59990,1,2374.64,1340,37746.4788732394
2021-01-24,59603,1,2424.84,1394,39267.6056338028
2021-01-25,58528,1,2440.88,1385,39014.0845070422
2021-01-26,59001,2,2423.09,1360,38309.8591549296
2021-01-27,58012,2,2441.85,1371,38619.7183098592
2021-01-28,57711,2,2425.3,1348,37971.8309859155
2021-01-31,58055,2,2370.55,1341,37774.6478873239
2021-02-01,62226,2,2408.24,1349,38000
2021-02-02,62355,2,2473.74,1446,40732.3943661972
2021-02-03,62398,1,2466.92,1449,40816.9014084507
2021-02-04,62441,1,2475.27,1450,40845.0704225352
2021-02-07,61839,1,2524,1451,40873.2394366197
