,Episode End Value,action,Nepse Data,Stock price
0,20000,0,1481.18,787.260470756063
1,20000,0,1481.94,781.268002853067
2,20000,0,1477.38,776.77365192582
3,20000,0,1467.51,773.028359486448
4,20000,0,1483.53,788.009529243937
5,20000,1,1496.43,788.009529243937
6,20000,0,1499.32,791.75482168331
7,20000,0,1509.39,788.758587731812
8,20000,0,1524.07,789.507646219686
9,20000,0,1544.53,801.492582025678
10,20000,0,1524.12,791.75482168331
11,20000,0,1525.09,788.009529243937
12,20000,0,1522.25,787.260470756063
13,20000,1,1526.96,777.522710413695
14,20000,0,1532.12,770.781184022825
15,20000,0,1523.56,770.781184022825
16,20000,0,1518.12,766.286833095578
17,20000,0,1483.14,746.062253922967
18,20000,0,1516.8,761.792482168331
19,20000,0,1531.49,776.024593437946
20,20000,0,1546.8,777.522710413695
21,20000,0,1566.7,777.522710413695
22,20000,0,1597.96,812.728459343795
23,20000,0,1609.59,801.492582025678
24,20000,0,1614.15,791.75482168331
25,20000,0,1620.47,794.751055634807
26,20000,0,1632.94,796.249172610557
27,20000,0,1622.27,789.507646219686
28,20000,0,1615.1,790.256704707561
29,20000,0,1628.81,793.252938659059
30,20000,0,1647.51,801.492582025678
31,20000,0,1666.29,811.97940085592
32,20000,0,1685,832.953038516405
33,20000,0,1721.77,850.181383737518
34,20000,0,1724.19,857.671968616263
35,20000,0,1724.59,850.181383737518
36,20000,0,1723.23,836.698330955777
37,20000,0,1719.2,832.953038516405
38,20000,0,1716.83,831.454921540656
39,20000,1,1713.21,826.211512125535
40,20000,0,1715.72,824.713395149786
41,20000,0,1722.53,831.454921540656
42,20000,0,1702.27,826.211512125535
43,20000,0,1693.07,820.219044222539
44,20000,0,1690.43,808.983166904422
45,20000,0,1718.15,813.477517831669
46,20000,0,1745.74,822.466219686163
47,20000,0,1786.59,829.207746077033
48,20000,0,1800.47,838.196447931527
49,20000,0,1786.84,839.694564907275
50,20000,0,1798.83,841.941740370899
51,20000,0,1838.49,853.92667617689
52,20000,0,1866.5,850.181383737518
53,20000,0,1881.45,856.173851640514
54,20000,0,1877.93,855.424793152639
55,20000,0,1862.76,854.675734664765
56,20000,0,1845.41,850.930442225392
57,20000,0,1826.47,847.18514978602
58,20000,0,1813.72,827.709629101284
59,20000,0,1768.6,812.728459343795
60,20000,0,1764.72,814.226576319544
61,20000,0,1675.91,777.522710413695
62,20000,0,1760.42,808.234108416548
63,20000,0,1779.57,815.724693295292
64,20000,0,1774.87,819.469985734665
65,20000,0,1733.93,811.97940085592
66,20000,0,1694.81,784.264236804565
67,20000,0,1717.45,793.252938659059
68,20000,0,1734.93,794.751055634807
69,20000,0,1722.43,794.751055634807
70,20000,0,1683.12,790.256704707561
71,20000,0,1681.86,794.751055634807
72,20000,0,1730.62,798.49634807418
73,20000,0,1748.23,806.735991440799
74,20000,0,1766.54,805.23787446505
75,20000,0,1788.08,821.717161198288
76,20000,0,1797.45,819.469985734665
77,20000,0,1805.18,820.968102710414
78,20000,0,1819.83,835.949272467903
79,20000,0,1838.9,858.421027104137
80,20000,0,1834.8,850.181383737518
81,20000,0,1824.83,856.922910128388
82,20000,0,1823.05,846.436091298146
83,20000,0,1816.81,836.698330955777
84,20000,0,1818.69,829.956804564907
85,20000,0,1815.17,836.698330955777
86,20000,0,1804.48,822.466219686163
87,20000,0,1786.5,815.724693295292
88,20000,0,1766.91,800.743523537803
89,20000,0,1730.64,771.530242510699
90,20000,0,1757.1,808.234108416548
91,20000,0,1753.72,802.241640513552
92,20000,0,1749.1,800.743523537803
93,20000,0,1753.38,813.477517831669
94,20000,0,1763.78,808.234108416548
95,20000,0,1780.4,811.230342368046
96,20000,0,1798.5,817.222810271042
97,20000,0,1806.6,812.728459343795
98,20000,0,1819.88,808.234108416548
99,20000,0,1803.74,802.990699001427
100,20000,0,1793.36,805.23787446505
101,20000,0,1792.73,811.97940085592
102,20000,0,1787.89,812.728459343795
103,20000,0,1794.47,810.481283880171
104,20000,0,1782.39,800.743523537803
105,20000,0,1768.89,789.507646219686
106,20000,0,1751,785.01329529244
107,20000,0,1753.46,789.507646219686
108,20000,0,1759.71,796.249172610557
