,DeepRL Bot,action,Nepse Data,Stock price,Normal Investor,Date
204,22345.302125535,2,1610.62,714.60179743224,18154.1389153202,2017-04-04
205,22066.6523680457,1,1588.29,712.354621968616,18097.0504281651,2017-04-06
206,22484.6270042796,0,1587.64,703.365920114123,17868.6964795447,2017-04-09
207,22484.6270042796,2,1667.11,716.848972895863,18211.2274024753,2017-04-10
208,22507.8478174037,2,1660.52,716.099914407989,18192.1979067569,2017-04-11
209,22368.5229386591,2,1657.02,716.848972895863,18211.2274024753,2017-04-12
210,22345.302125535,2,1651.04,712.354621968616,18097.0504281651,2017-04-13
211,22438.1853780314,2,1651.6,711.605563480742,18078.0209324467,2017-04-16
212,22786.497574893,2,1676.22,714.60179743224,18154.1389153202,2017-04-18
213,23018.7057061341,2,1709.82,725.837674750357,18439.5813510957,2017-04-19
214,22647.1726961484,2,1703.07,733.328259629101,18629.8763082793,2017-04-20
215,22182.7564336662,2,1697.13,721.34332382311,18325.4043767855,2017-04-23
216,21602.2361055635,2,1651.61,706.362154065621,17944.8144624182,2017-04-24
217,21950.5483024251,2,1612.04,687.635691868759,17469.0770694591,2017-04-25
218,22113.0939942939,2,1662.02,698.871569186876,17754.5195052345,2017-04-26
219,22786.497574893,2,1658.34,704.114978601997,17887.7259752631,2017-04-27
220,22786.497574893,2,1693.72,725.837674750357,18439.5813510957,2017-04-30
221,22647.1726961484,2,1675.78,725.837674750357,18439.5813510957,2017-05-02
222,22438.1853780314,2,1672.38,721.34332382311,18325.4043767855,2017-05-03
223,22507.8478174037,2,1670.3,714.60179743224,18154.1389153202,2017-05-04
224,22020.2107417974,2,1670.62,716.848972895863,18211.2274024753,2017-05-07
225,21880.8858630528,2,1650.78,701.118744650499,17811.6079923896,2017-05-08
226,22368.5229386591,2,1658.33,696.624393723253,17697.4310180794,2017-05-09
227,22229.1980599144,2,1662.38,712.354621968616,18097.0504281651,2017-05-11
228,21880.8858630528,2,1653.18,707.86027104137,17982.8734538549,2017-05-15
229,21950.5483024251,2,1628.98,696.624393723253,17697.4310180794,2017-05-16
230,22229.1980599144,2,1637.3,698.871569186876,17754.5195052345,2017-05-17
231,22229.1980599144,2,1650.81,707.86027104137,17982.8734538549,2017-05-18
232,22229.1980599144,2,1658.58,707.86027104137,17982.8734538549,2017-05-21
233,22205.9772467903,2,1659.23,707.86027104137,17982.8734538549,2017-05-22
234,22229.1980599144,2,1649.24,707.111212553495,17963.8439581365,2017-06-01
235,22159.5356205421,2,1644.26,707.86027104137,17982.8734538549,2017-06-04
236,22089.8731811698,2,1643.87,705.613095577746,17925.7849666998,2017-06-05
237,21880.8858630528,2,1627.24,703.365920114123,17868.6964795447,2017-06-06
238,21393.2487874465,2,1616.4,696.624393723253,17697.4310180794,2017-06-07
239,21114.5990299572,2,1604.31,680.894165477889,17297.8116079938,2017-06-08
240,21393.2487874465,2,1593.81,671.905463623395,17069.4576593734,2017-06-11
241,21648.6777318117,2,1602.65,680.894165477889,17297.8116079938,2017-06-12
242,21602.2361055635,2,1637.37,689.133808844508,17507.1360608958,2017-06-13
243,21555.7944793153,2,1623.13,687.635691868759,17469.0770694591,2017-06-14
244,20998.4949643367,2,1615.19,686.13757489301,17431.0180780223,2017-06-15
245,20835.9492724679,2,1590.49,668.160171184023,16974.3101807816,2017-06-18
246,20835.9492724679,2,1580.52,662.916761768902,16841.103710753,2017-06-19
247,20719.8452068474,2,1585.15,662.916761768902,16841.103710753,2017-06-20
248,21114.5990299572,2,1584.49,659.171469329529,16745.9562321612,2017-06-21
249,20812.7284593438,2,1589.59,671.905463623395,17069.4576593734,2017-06-22
250,20696.6243937233,2,1575.98,662.167703281027,16822.0742150346,2017-06-25
251,20580.5203281027,2,1555.16,658.422410841655,16726.9267364428,2017-06-27
252,20835.9492724679,1,1551.07,654.677118402283,16631.779257851,2017-06-28
253,20719.8452068474,2,1554.69,662.916761768902,16841.103710753,2017-07-02
254,21230.7030955778,2,1559.49,659.171469329529,16745.9562321612,2017-07-03
255,21253.9239087019,1,1567.72,675.650756062768,17164.6051379652,2017-07-04
256,21370.0279743224,1,1565.09,676.399814550642,17183.6346336836,2017-07-05
257,21091.3782168331,1,1563.81,680.145106990014,17278.7821122754,2017-07-06
258,21044.9365905849,1,1541.82,671.156405135521,17050.428163655,2017-07-09
259,21044.9365905849,1,1544.29,669.658288159772,17012.3691722183,2017-07-10
260,21044.9365905849,1,1541.28,669.658288159772,17012.3691722183,2017-07-11
261,21393.2487874465,1,1551.06,669.658288159772,17012.3691722183,2017-07-12
262,21393.2487874465,1,1582.11,680.894165477889,17297.8116079938,2017-07-13
263,21300.3655349501,1,1584.15,680.894165477889,17297.8116079938,2017-07-16
264,21462.9112268188,1,1575.22,677.897931526391,17221.6936251203,2017-07-17
265,21648.6777318117,1,1585.01,683.141340941512,17354.9000951489,2017-07-18
266,21718.340171184,1,1587.56,689.133808844508,17507.1360608958,2017-07-19
267,21811.2234236805,1,1582.67,691.380984308131,17564.2245480509,2017-07-20
268,22763.2767617689,1,1583.57,694.377218259629,17640.3425309243,2017-07-23
269,23320.5762767475,1,1604.15,725.088616262482,18420.5518553773,2017-07-24
270,23622.4468473609,0,1638.41,743.066019971469,18877.2597526181,2017-07-25
271,23622.4468473609,1,1637.27,752.803780313838,19124.6431969568,2017-07-26
272,23622.4468473609,1,1635.75,752.803780313838,19124.6431969568,2017-07-27
273,23622.4468473609,1,1635.56,742.316961483595,18858.2302568997,2017-07-30
274,23622.4468473609,1,1629.08,731.081084165478,18572.7878211242,2017-07-31
275,23622.4468473609,1,1636.19,731.830142653353,18591.8173168426,2017-08-01
276,23622.4468473609,1,1645.03,735.575435092725,18686.9647954344,2017-08-02
277,23622.4468473609,1,1646.53,738.571669044223,18763.0827783079,2017-08-03
278,23622.4468473609,2,1643.28,735.575435092725,18686.9647954344,2017-08-06
279,23814.2058202568,1,1652.69,736.324493580599,18705.9942911528,2017-08-07
280,23838.1756918688,2,1660.25,742.316961483595,18858.2302568997,2017-08-09
281,24269.6333808845,2,1662.74,743.066019971469,18877.2597526181,2017-08-10
282,25156.5186305278,2,1660.58,756.54907275321,19219.7906755486,2017-08-13
283,25731.7955492154,2,1665.05,784.264236804565,19923.8820171281,2017-08-15
284,25923.5545221113,2,1667.94,802.241640513552,20380.5899143689,2017-08-16
285,25587.9763195435,2,1661.72,808.234108416548,20532.8258801158,2017-08-17
286,25468.1269614836,2,1653.53,797.747289586305,20266.4129400587,2017-08-20
287,25036.6692724679,2,1642.13,794.001997146933,20171.2654614669,2017-08-21
288,25012.6994008559,2,1629.16,780.518944365193,19828.7345385363,2017-08-22
289,25276.3679885877,2,1632.66,779.769885877318,19809.7050428179,2017-08-23
290,25252.3981169758,2,1629.75,788.009529243937,20019.02949572,2017-08-24
291,25036.6692724679,2,1617.97,787.260470756063,20000.0000000016,2017-08-27
292,25180.4885021398,2,1611.57,780.518944365193,19828.7345385363,2017-08-28
293,25180.4885021398,2,1614.05,785.01329529244,19942.9115128465,2017-08-30
294,25180.4885021398,2,1611.27,785.01329529244,19942.9115128465,2017-08-31
295,25731.7955492154,2,1617.81,785.01329529244,19942.9115128465,2017-09-04
296,25659.8859343795,2,1622.32,802.241640513552,20380.5899143689,2017-09-06
297,25276.3679885877,2,1612.91,799.994465049929,20323.5014272138,2017-09-07
298,24749.0308131241,2,1598.36,788.009529243937,20019.02949572,2017-09-10
299,24245.6635092725,2,1580.03,771.530242510699,19600.3805899159,2017-09-11
300,24653.1513266762,2,1554.56,755.800014265335,19200.7611798303,2017-09-12
301,24389.4827389444,2,1566.5,768.534008559201,19524.2626070425,2017-09-13
302,23790.2359486448,2,1554.55,760.294365192582,19314.9381541405,2017-09-14
303,23742.2962054209,0,1519.66,741.56790299572,18839.2007611813,2017-09-17
304,23742.2962054209,2,1523.26,740.069786019972,18801.1417697446,2017-09-18
305,23618.7015549216,2,1502.2,710.107446504993,18039.96194101,2017-09-20
306,24014.2044365193,2,1493.2,706.362154065621,17944.8144624182,2017-09-24
307,24805.2101997147,2,1530.31,718.347089871612,18249.286393912,2017-09-25
308,25175.9941512126,2,1547.94,742.316961483595,18858.2302568997,2017-09-26
309,24978.2427104137,0,1543.7,753.552838801712,19143.6726926752,2017-10-03
310,24978.2427104137,2,1539.81,747.560370898716,18991.4367269282,2017-10-04
311,25101.837360913,0,1536.92,747.560370898716,18991.4367269282,2017-10-08
312,25101.837360913,2,1545.44,751.305663338089,19086.5842055201,2017-10-09
313,25126.5562910129,0,1549.46,753.552838801712,19143.6726926752,2017-10-10
314,25126.5562910129,2,1556.35,754.301897289586,19162.7021883935,2017-10-11
315,24582.739828816,0,1542.65,742.316961483595,18858.2302568997,2017-10-12
316,24582.7398288161,2,1510.01,725.837674750357,18439.5813510957,2017-10-15
317,24582.7398288161,0,1501.89,718.347089871612,18249.286393912,2017-10-16
318,24582.739828816,2,1502.63,718.347089871612,18249.286393912,2017-10-17
319,24582.739828816,0,1505.99,715.350855920114,18173.1684110386,2017-10-18
320,24582.7398288161,2,1510.02,715.350855920114,18173.1684110386,2017-10-22
321,25892.8431241085,0,1518.28,726.586733238231,18458.610846814,2017-10-23
322,25892.8431241085,0,1564.9,766.286833095578,19467.1741198874,2017-10-24
323,25892.8431241085,0,1559.18,758.796248216833,19276.8791627037,2017-10-25
324,25892.8431241085,0,1568.35,761.043423680457,19333.9676498588,2017-10-29
325,25892.8431241085,0,1571.92,758.047189728959,19257.8496669854,2017-10-30
326,25892.8431241085,0,1568.3,754.301897289586,19162.7021883935,2017-10-31
327,25892.8431241085,0,1567.64,749.058487874465,19029.495718365,2017-11-01
328,25892.8431241085,2,1553.72,736.324493580599,18705.9942911528,2017-11-02
329,25787.9749358061,0,1540.23,733.328259629101,18629.8763082793,2017-11-05
330,25787.9749358061,2,1536.72,730.332025677604,18553.7583254059,2017-11-06
331,25814.1919828818,0,1533.53,726.586733238231,18458.610846814,2017-11-07
332,25814.1919828818,2,1526.51,727.335791726106,18477.6403425324,2017-11-08
333,25552.0215121257,0,1522.81,724.339557774608,18401.5223596589,2017-11-09
334,25552.0215121257,2,1496.46,716.848972895863,18211.2274024753,2017-11-12
