,"Episode End Value","action","Nepse Data","Stock price","Date","Normal Investor"
68,16122.0922962963,2,1658.08,434.516814814815,"2016-11-17",16204.6204620449
69,16391.121037037,2,1599.62,417.702518518519,"2016-11-20",15577.5577557743
70,16323.8638518518,2,1606.29,424.782222222222,"2016-11-21",15841.5841584145
71,15886.6921481482,2,1582.47,423.012296296296,"2016-11-22",15775.5775577545
72,16122.0922962963,2,1540.01,411.507777777778,"2016-11-23",15346.5346534641
73,15584.0348148148,2,1534.03,417.702518518519,"2016-11-24",15577.5577557743
74,16021.2065185185,1,1469.48,403.543111111111,"2016-11-27",15049.5049504938
75,16222.9780740741,2,1510.16,415.04762962963,"2016-11-28",15478.5478547842
76,16727.406962963,2,1553.68,420.357407407407,"2016-11-29",15676.5676567644
77,16761.0355555556,2,1608.33,433.631851851852,"2016-11-30",16171.6171617148
78,16424.7496296296,2,1600.49,434.516814814815,"2016-12-01",16204.6204620449
79,16222.9780740741,2,1570.95,425.667185185185,"2016-12-04",15874.5874587446
80,16559.264,2,1544.6,420.357407407407,"2016-12-05",15676.5676567644
81,16626.5211851852,2,1554.51,429.207037037037,"2016-12-06",16006.6006600647
82,16256.6066666667,2,1553.9,430.976962962963,"2016-12-07",16072.6072607247
83,16122.0922962963,2,1544.68,421.24237037037,"2016-12-08",15709.5709570944
84,16054.8351111111,2,1522.8,417.702518518519,"2016-12-11",15577.5577557743
85,16054.8351111111,2,1509.43,415.932592592593,"2016-12-12",15511.5511551142
86,16122.0922962963,2,1516.08,415.932592592593,"2016-12-14",15511.5511551142
87,16391.121037037,2,1530.06,417.702518518519,"2016-12-15",15577.5577557743
88,16054.8351111111,2,1531.35,424.782222222222,"2016-12-18",15841.5841584145
89,15920.3207407407,2,1514.88,415.932592592593,"2016-12-19",15511.5511551142
90,15819.434962963,1,1495.99,412.392740740741,"2016-12-20",15379.5379537941
91,15819.434962963,1,1470.63,409.737851851852,"2016-12-21",15280.528052804
92,15584.0348148148,1,1475.41,409.737851851852,"2016-12-22",15280.528052804
93,15348.6346666667,1,1432.57,403.543111111111,"2016-12-26",15049.5049504938
94,15348.6346666667,1,1407.53,397.34837037037,"2016-12-27",14818.4818481836
95,15718.5491851852,1,1413.15,397.34837037037,"2016-12-28",14818.4818481836
96,15718.5491851852,1,1443.38,407.082962962963,"2016-12-29",15181.5181518139
97,15886.6921481482,1,1465.72,407.082962962963,"2017-01-01",15181.5181518139
98,15584.0348148148,1,1482.85,411.507777777778,"2017-01-02",15346.5346534641
99,15617.6634074074,1,1456.82,403.543111111111,"2017-01-03",15049.5049504938
100,15516.7776296296,1,1457.82,404.428074074074,"2017-01-04",15082.5082508238
101,15415.8918518518,1,1454.14,401.773185185185,"2017-01-05",14983.4983498337
102,15483.149037037,1,1447.45,399.118296296296,"2017-01-08",14884.4884488436
103,15651.292,1,1458.97,400.888222222222,"2017-01-09",14950.4950495037
104,15651.292,1,1476.9,405.313037037037,"2017-01-10",15115.5115511539
105,15684.9205925926,1,1476.51,405.313037037037,"2017-01-11",15115.5115511539
106,15651.292,1,1479.86,406.198,"2017-01-12",15148.5148514839
107,15449.5204444444,1,1477.72,405.313037037037,"2017-01-15",15115.5115511539
108,15483.149037037,1,1466.09,400.003259259259,"2017-01-16",14917.4917491737
109,15516.7776296296,1,1463.04,400.888222222222,"2017-01-17",14950.4950495037
110,15415.8918518518,1,1462.23,401.773185185185,"2017-01-18",14983.4983498337
111,15348.6346666667,1,1462.56,399.118296296296,"2017-01-19",14884.4884488436
112,15415.8918518518,1,1465.84,397.34837037037,"2017-01-22",14818.4818481836
113,15146.8631111111,1,1457.88,399.118296296296,"2017-01-23",14884.4884488436
114,14810.5771851852,1,1432.99,392.038592592593,"2017-01-24",14620.4620462034
115,14541.5484444444,0,1396.61,383.188962962963,"2017-01-25",14290.4290429031
116,14541.5484444444,2,1375.14,376.109259259259,"2017-01-26",14026.4026402629
117,14852.1704444444,1,1309.7,363.719777777778,"2017-01-30",13564.3564356424
118,15645.9822222222,1,1326.6,371.684444444444,"2017-01-31",13861.3861386127
119,15542.4415555555,1,1389.83,392.038592592593,"2017-02-01",14620.4620462034
120,15335.3602222222,1,1382.45,389.383703703704,"2017-02-02",14521.4521452133
121,15300.8466666666,1,1364.5,384.073925925926,"2017-02-05",14323.4323432331
122,15369.8737777778,1,1348.84,383.188962962963,"2017-02-06",14290.4290429031
123,15197.306,1,1344.6,384.958888888889,"2017-02-07",14356.4356435632
124,14990.2246666666,1,1322.98,380.534074074074,"2017-02-08",14191.419141913
125,14783.1433333333,1,1296.23,375.224296296296,"2017-02-09",13993.3993399328
126,14748.6297777778,1,1252.5,369.914518518518,"2017-02-12",13795.3795379526
127,14990.2246666666,1,1278.98,369.029555555556,"2017-02-13",13762.3762376226
128,15404.3873333333,1,1274.97,375.224296296296,"2017-02-14",13993.3993399328
129,15645.9822222222,1,1316.8,385.843851851852,"2017-02-15",14389.4389438932
130,15645.9822222222,1,1343.85,392.038592592593,"2017-02-16",14620.4620462034
131,15645.9822222222,1,1369.35,392.038592592593,"2017-02-19",14620.4620462034
132,15611.4686666666,1,1365.11,392.038592592593,"2017-02-20",14620.4620462034
133,15473.4144444444,1,1357.57,391.15362962963,"2017-02-21",14587.4587458734
134,15542.4415555555,1,1344.11,387.613777777778,"2017-02-22",14455.4455445533
135,15197.306,1,1337.46,389.383703703704,"2017-02-23",14521.4521452133
136,15162.7924444444,1,1313.01,380.534074074074,"2017-02-26",14191.419141913
137,15197.306,1,1299.29,379.649111111111,"2017-02-28",14158.415841583
138,15300.8466666666,1,1316.8,380.534074074074,"2017-03-01",14191.419141913
139,15645.9822222222,1,1329.41,383.188962962963,"2017-03-02",14290.4290429031
140,15680.4957777778,1,1354.34,392.038592592593,"2017-03-05",14620.4620462034
141,15542.4415555555,1,1358.41,392.923555555556,"2017-03-06",14653.4653465335
142,15576.9551111111,1,1341.56,389.383703703704,"2017-03-07",14521.4521452133
143,15645.9822222222,1,1347.53,390.268666666667,"2017-03-09",14554.4554455434
144,15645.9822222222,1,1355.23,392.038592592593,"2017-03-13",14620.4620462034
145,15645.9822222222,0,1347.09,392.038592592593,"2017-03-14",14620.4620462034
146,15645.9822222222,2,1356.13,392.038592592593,"2017-03-15",14620.4620462034
147,15645.9822222222,1,1357.34,395.578444444444,"2017-03-16",14752.4752475235
148,15887.5771111111,1,1382.19,395.578444444444,"2017-03-19",14752.4752475235
149,16163.6855555556,1,1424.38,401.773185185185,"2017-03-20",14983.4983498337
150,16267.2262222222,2,1462.23,408.852888888889,"2017-03-21",15247.524752474
151,16129.172,0,1481.08,411.507777777778,"2017-03-22",15346.5346534641
152,16129.172,2,1486.04,407.967925925926,"2017-03-23",15214.521452144
153,17138.0297777778,2,1533.83,419.472444444444,"2017-03-26",15643.5643564343
154,17238.9155555556,2,1610.62,446.021333333333,"2017-03-28",16633.6633663352
155,17037.144,2,1588.29,448.676222222222,"2017-03-29",16732.6732673253
156,17810.6016296297,2,1587.64,443.366444444444,"2017-03-30",16534.6534653451
157,17642.4586666667,2,1667.11,463.720592592593,"2017-04-02",17293.7293729359
158,17474.3157037037,2,1660.52,459.295777777778,"2017-04-03",17128.7128712857
159,17339.8013333334,2,1657.02,454.870962962963,"2017-04-04",16963.6963696356
160,17205.286962963,2,1651.04,451.331111111111,"2017-04-06",16831.6831683154
161,17810.6016296297,2,1651.6,447.791259259259,"2017-04-09",16699.6699669953
162,17877.8588148149,2,1676.22,463.720592592593,"2017-04-10",17293.7293729359
163,17810.6016296297,2,1709.82,465.490518518519,"2017-04-11",17359.7359735959
164,17474.3157037037,2,1703.07,463.720592592593,"2017-04-12",17293.7293729359
165,17037.144,2,1697.13,454.870962962963,"2017-04-13",16963.6963696356
166,16801.7438518519,2,1651.61,443.366444444444,"2017-04-16",16534.6534653451
167,17844.2302222223,2,1612.04,437.171703703704,"2017-04-18",16303.630363035
168,17407.0585185186,2,1662.02,464.605555555556,"2017-04-19",17326.7326732659
169,17877.8588148149,2,1658.34,453.101037037037,"2017-04-20",16897.6897689755
170,17676.0872592593,2,1693.72,465.490518518519,"2017-04-23",17359.7359735959
171,17407.0585185186,0,1675.78,460.180740740741,"2017-04-24",17161.7161716158
172,17407.0585185186,2,1672.38,453.101037037037,"2017-04-25",16897.6897689755
173,17306.1727407408,2,1670.3,451.331111111111,"2017-04-26",16831.6831683154
174,17037.1440000001,2,1670.62,448.676222222222,"2017-04-27",16732.6732673253
175,16969.8868148149,0,1650.78,441.596518518519,"2017-04-30",16468.6468646851
176,16969.8868148149,2,1658.33,439.826592592593,"2017-05-02",16402.6402640251
177,16969.8868148149,2,1662.38,443.366444444444,"2017-05-03",16534.6534653451
178,16532.7151111112,2,1653.18,443.366444444444,"2017-05-04",16534.6534653451
179,16566.3437037038,2,1628.98,431.861925925926,"2017-05-07",16105.6105610548
180,16734.4866666668,2,1637.3,432.746888888889,"2017-05-08",16138.6138613848
181,16734.4866666668,2,1650.81,437.171703703704,"2017-05-09",16303.630363035
182,16633.600888889,2,1658.58,437.171703703704,"2017-05-11",16303.630363035
183,16667.2294814816,2,1659.23,434.516814814815,"2017-05-15",16204.6204620449
184,16633.600888889,2,1649.24,435.401777777778,"2017-05-16",16237.6237623749
185,16633.600888889,2,1644.26,434.516814814815,"2017-05-17",16204.6204620449
186,16499.0865185186,2,1643.87,434.516814814815,"2017-05-18",16204.6204620449
187,16499.0865185186,2,1627.24,430.976962962963,"2017-05-21",16072.6072607247
188,16431.8293333334,2,1616.4,430.976962962963,"2017-05-22",16072.6072607247
189,16297.314962963,2,1604.31,429.207037037037,"2017-06-01",16006.6006600647
190,16364.5721481482,2,1593.81,425.667185185185,"2017-06-04",15874.5874587446
191,16599.9722962964,2,1602.65,427.437111111111,"2017-06-05",15940.5940594046
192,16465.457925926,2,1637.37,433.631851851852,"2017-06-06",16171.6171617148
193,16398.2007407408,2,1623.13,430.092,"2017-06-07",16039.6039603947
194,16297.314962963,2,1615.19,428.322074074074,"2017-06-08",15973.5973597346
195,16129.1720000001,2,1590.49,425.667185185185,"2017-06-11",15874.5874587446
196,16196.4291851853,2,1580.52,421.24237037037,"2017-06-12",15709.5709570944
197,16162.8005925927,2,1585.15,423.012296296296,"2017-06-13",15775.5775577545
198,16196.4291851853,2,1584.49,422.127333333333,"2017-06-14",15742.5742574244
199,15994.6576296297,2,1589.59,423.012296296296,"2017-06-15",15775.5775577545
200,15994.6576296297,2,1575.98,417.702518518519,"2017-06-18",15577.5577557743
201,15927.4004444445,0,1555.16,417.702518518519,"2017-06-19",15577.5577557743
202,15927.4004444445,2,1551.07,415.932592592593,"2017-06-20",15511.5511551142
203,16061.9148148149,2,1554.69,415.932592592593,"2017-06-21",15511.5511551142
204,16162.8005925927,2,1559.49,419.472444444444,"2017-06-22",15643.5643564343
205,16196.4291851852,2,1567.72,422.127333333333,"2017-06-25",15742.5742574244
206,16196.4291851852,2,1565.09,423.012296296296,"2017-06-27",15775.5775577545
207,15893.7718518519,2,1563.81,423.012296296296,"2017-06-28",15775.5775577545
208,16095.5434074075,2,1541.82,415.04762962963,"2017-07-02",15478.5478547842
209,16095.5434074075,2,1544.29,420.357407407407,"2017-07-03",15676.5676567644
210,16230.0577777778,2,1541.28,420.357407407407,"2017-07-04",15676.5676567644
211,16465.457925926,2,1551.06,423.897259259259,"2017-07-05",15808.5808580845
212,16667.2294814816,2,1582.11,430.092,"2017-07-06",16039.6039603947
213,16566.3437037038,2,1584.15,435.401777777778,"2017-07-09",16237.6237623749
214,16667.2294814816,2,1575.22,432.746888888889,"2017-07-10",16138.6138613848
215,16768.1152592593,2,1585.01,435.401777777778,"2017-07-11",16237.6237623749
